Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
3/26/2013,Salt Lake,Birthday Chutes,Skier,New Snow/Old Snow Interface,"8""",200',800',Northwest,"10,900'","40.552222000000, -111.664782000000",1,1,,,1,
3/25/2013,Salt Lake,Superior,Skier,New Snow/Old Snow Interface,"18""",60',"1,750'",Southeast,"10,800'","40.591242000000, -111.666026000000",1,1,1,,1,
3/25/2013,Moab,Gold Basin,Snowmobiler,Facets,4',175',200',North,"9,800'","40.812705000000, -110.905523000000",1,1,,,,
3/24/2013,Salt Lake,Santiago,Skier,New Snow,"15""",100',700',Northeast,"9,600'","40.608144000000, -111.683621000000",,,,,,
3/24/2013,Provo,Snake Creek,Skier,New Snow/Old Snow Interface,"15""",70',150',Southeast,"9,100'","40.577130000000, -111.577492000000",,,,,,
3/24/2013,Salt Lake,Dromedary Peak,Skier,New Snow/Old Snow Interface,"21""",100',400',North,"9,500'","40.598802000000, -111.702290000000",1,1,,,,
3/23/2013,Salt Lake,Meadows,Skier,New Snow/Old Snow Interface,"10""",80',200',East,"8,800'","40.612584000000, -111.623282000000",,,,,,
3/23/2013,Salt Lake,Flanigans,Snowboarder,New Snow/Old Snow Interface,"12""",30',250',North,"9,800'","40.605439000000, -111.618956000000",1,1,,,,
3/23/2013,Salt Lake,West Monitor,Skier,New Snow/Old Snow Interface,"22""",40',500',East,"9,500'",,,,,,,
3/23/2013,Provo,Ant Knolls,Snow Bike,New Snow/Old Snow Interface,"4""",50',300',Southeast,"9,500'","40.552059000000, -111.568147000000",,,,,,
3/23/2013,Salt Lake,Banana Days,Skier,New Snow,"12""",25',800',Northeast,"10,100'","40.607723000000, -111.643547000000",,,,,,
3/23/2013,Salt Lake,Little Superior,Skier,New Snow,"9""",60',400',Northeast,"10,100'","40.594980000000, -111.660876000000",,,,,,
3/23/2013,Salt Lake,Days Headwall,Skier,New Snow/Old Snow Interface,"6""",80',300',Northeast,"10,100'",,,,,,,
3/23/2013,Logan,Tony Grove Lake,Snowboarder,New Snow/Old Snow Interface,"16""",50',100',Northeast,"9,100'","41.896559000000, -111.659074000000",,,,,,
3/23/2013,Salt Lake,Oingo Boingo,Skier,New Snow,"6""",50',600',Northeast,"10,200'","40.600666000000, -111.634333000000",,,,,,
3/23/2013,Salt Lake,Catchers Mit,Skier,Facets,"20""",60',200',Northeast,"10,200'","40.623041000000, -111.668215000000",,,,,,
3/22/2013,Salt Lake,Banana Days,Skier,Graupel,10',100',250',Northeast,"10,000'",,,,,,,
3/21/2013,Salt Lake,Key hole,Skier,New Snow/Old Snow Interface,"11""",35',350',,"10,400'",,,,,,,
3/21/2013,Salt Lake,Pioneer Peak,Skier,Density Change,"10""",50',350',Northeast,"10,200'","40.581888000000, -111.587749000000",,,,,,
3/21/2013,Logan,White Rock Hollow,Skier,New Snow/Old Snow Interface,"12""",70',200',East,"9,000'","41.683404000000, -111.696587000000",,,,,,
3/21/2013,Salt Lake,Mill B South,Natural,Graupel,"10""",25',100',Northwest,"10,500'","40.591796000000, -111.674566000000",,,,,,
3/21/2013,Salt Lake,Hypodermic Needle,Natural,New Snow/Old Snow Interface,"20""",60',"1,500'",Northeast,"10,600'","40.545309000000, -111.730099000000",,,,,,
3/20/2013,Salt Lake,Upper Days,Skier,New Snow,"8""",150',400',North,"10,100'","40.604244000000, -111.641994000000",1,,,,,
3/18/2013,Salt Lake,Reynolds Pk,Skier,,,,,East,"9,200'",,,,,,,
3/18/2013,Uintas,Moffit Peak,Skier,Facets,2.5',50',"1,000'",Northeast,"10,800'","40.809793000000, -110.953803000000",1,1,,,,
3/16/2013,Salt Lake,Salt Lake,Natural,Wet grains,3',,,North,"9,000'",,,,,,,
3/15/2013,Uintas,Upper Weber Canyon,Skier,Depth Hoar,2',600',,Southeast,"9,900'","40.827320000000, -110.996075000000",,,,,,
3/15/2013,Uintas,Duchesne Ridge,Natural,Depth Hoar,3',80',200',Northeast,"9,800'","40.467630000000, -111.107998000000",,,,,,
3/15/2013,Provo,Gargoyles,Skier,,,30',,Southeast,"10,500'",,,,,,,
3/15/2013,Salt Lake,Superior,Natural,New Snow/Old Snow Interface,,,"1,000'",South,"10,900'",,,,,,,
3/15/2013,Provo,Provo Canyon,Natural,Facets,,,,East,"9,500'","40.370717000000, -111.614571000000",,,,,,
3/15/2013,Salt Lake,West Monitor,Natural,Wet grains,3',175',700',East,"9,900'","40.640530000000, -111.576891000000",,,,,,
3/15/2013,Provo,Provo Peak,Skier,,"12""",80',200',Southeast,"8,500'",,,,,,,
3/15/2013,Salt Lake,Broads Fork,Natural,Ground Interface,,,"1,500'",East,"10,500'","40.597792000000, -111.719971000000",,,,,,
3/15/2013,Logan,Hank Bell Canyon,Natural,Ground Interface,,,"2,000'",West,"8,200'","41.681086000000, -112.034240000000",,,,,,
3/15/2013,Logan,Beaver Mountain Backside,Unknown,Ground Interface,2',40',200',East,"8,200'",,,,,,,
3/15/2013,Provo,Lama Peak,Natural,Wet grains,,40',500',Southeast,"9,200'","40.238855000000, -111.537686000000",,,,,,
3/14/2013,Logan,Green Canyon,Natural,Wet grains,,50',,North,"5,800'","41.770127000000, -111.744971000000",,,,,,
3/14/2013,Logan,Logan Canyon,Natural,,2',100',800',West,"7,600'","41.897166000000, -111.550541000000",,,,,,
3/13/2013,Provo,Slide Canyon,Skier,Wet grains,"6""",40',"1,750'",Southeast,"10,500'","40.368978000000, -111.618347000000",,,,,,
3/13/2013,Logan,East Banks,Natural,Ground Interface,"18""",200',700',West,"7,600'","41.896911000000, -111.549768000000",,,,,,
3/13/2013,Ogden,Spring Creek,Unknown,Wet grains,,,"1,500'",Southwest,"8,600'","41.167860000000, -111.875732000000",,,,,,
3/12/2013,Logan,Providence Quarry,Snowmobiler,Facets,"12""",20',125',West,"6,500'","41.688745000000, -111.742330000000",,,,,,
3/11/2013,Salt Lake,The Fang,Skier,New Snow/Old Snow Interface,"6""",20',250',North,"10,000'","40.599877000000, -111.634827000000",,,,,,
3/10/2013,Salt Lake,Catherine's Pass,Unknown,New Snow/Old Snow Interface,"12""",50',50',South,"10,000'",,,,,,,
3/10/2013,Salt Lake,Superior,Skier,Density Change,"4""",80',900',South,"10,700'","40.590330000000, -111.670232000000",,,,,,
3/10/2013,Salt Lake,The Fang,Skier,New Snow,"6""",10',350',East,"10,100'","40.598313000000, -111.633453000000",,,,,,
3/10/2013,Salt Lake,Diving Board,,,,,,,,,,,,,,
3/10/2013,Salt Lake,West Willow,Unknown,New Snow/Old Snow Interface,"15""",100',150',East,"9,500'","40.645610000000, -111.597962000000",,,,,,
3/10/2013,Salt Lake,Wolverine,Skier,Density Change,,,,Northeast,"10,500'",,1,1,1,,,
3/10/2013,Moab,Geyser Pass,Natural,New Snow,3',100',800',Southwest,"11,800'","38.501631000000, -109.209251000000",,,,,,
3/9/2013,Salt Lake,Alexander Basin,Snowboarder,Facets,2.5',35',,Northeast,"10,100'","40.670841000000, -111.682506000000",,,,,,
3/9/2013,Salt Lake,Little Pine,Skier,Density Change,"5""",40',400',South,"9,800'","40.585278000000, -111.686497000000",,,,,,
3/9/2013,Salt Lake,Python Chutes,Skier,New Snow/Old Snow Interface,,,,Northwest,"9,200'",,,,,,,
3/9/2013,Salt Lake,Shale Shot,Skier,New Snow/Old Snow Interface,"18""",30',150',North,"8,900'","40.681549000000, -111.596503000000",,,,,,
3/8/2013,Uintas,Boundary Creek,Skier,Density Change,3',400',600',West,"9,500'",,,,,,,
3/8/2013,Provo,Snowslide Jr,Unknown,,,,,North,"5,600'","40.353674000000, -111.578436000000",,,,,,
3/8/2013,Uintas,Boundary Creek,,Facets,2',,,West,"10,000'","40.838230000000, -110.776520000000",,,,,,
3/6/2013,Ogden,Ogden,Skier,Facets,,,,North,"8,400'",,,,,,,
3/5/2013,Salt Lake,Little Superior,Skier,New Snow/Old Snow Interface,,15',"1,000'",Southeast,"10,800'","40.591992000000, -111.667442000000",,,,,,
3/5/2013,Salt Lake,Superior,Skier,New Snow/Old Snow Interface,"10""",100',500',North,"10,800'","40.592187000000, -111.671047000000",,,,,,
3/5/2013,Salt Lake,Superior,Skier,New Snow/Old Snow Interface,"3""",20',900',South,"11,200'",,,,,,,
3/4/2013,Salt Lake,Jaws,Skier,New Snow/Old Snow Interface,"8""",50',600',North,"10,200'","40.600920000000, -111.634655000000",,,,,,
3/4/2013,Salt Lake,Butler Fork,Snowboarder,New Snow,"6""",50',70',East,"9,200'",,,,,,,
3/4/2013,Salt Lake,Superior,Skier,New Snow,"16""",150',500',Southeast,"9,700'",,,,,,,
3/4/2013,Salt Lake,Cardiac Ridge,Skier,New Snow/Old Snow Interface,"10""",60',500',East,"10,800'",,,,,,,
3/4/2013,Provo,Timpanogos,Natural,Density Change,"12""",100',"1,500'",Southeast,"10,100'","40.407810000000, -111.634054000000",,,,,,
3/4/2013,Salt Lake,Dutch Draw,Unknown,,"8""",40',250',East,"10,000'","40.651992000000, -111.592941000000",,,,,,
3/4/2013,Salt Lake,Summit Park,Skier,Facets,2.5',175',350',Northwest,"7,300'","40.743290000000, -111.630106000000",,,,,,
3/3/2013,Provo,Lost Creek,Natural,New Snow/Old Snow Interface,2',150',"1,500'",Southeast,"10,000'","40.364309000000, -111.624334000000",,,,,,
3/3/2013,Provo,Lost Creek,Natural,,"10""",30',"1,500'",Southeast,"10,400'","40.365355000000, -111.626480000000",,,,,,
3/3/2013,Provo,North Fork Provo R.,Natural,Facets,"10""",25',500',Northeast,"6,000'","40.369540000000, -111.568415000000",,,,,,
3/3/2013,Logan,Lower Providence Canyon,Natural,Ground Interface,"16""",125',"1,000'",North,"7,300'","41.688713000000, -111.753402000000",,,,,,
3/3/2013,Salt Lake,Cardiff Fork,Skier,Density Change,"8""",20',175',Northwest,"9,800'","40.597010000000, -111.650963000000",1,,,,,
3/3/2013,Provo,Rock Canyon,Unknown,Facets,,100',,North,"6,500'","40.264667000000, -111.613884000000",,,,,,
3/3/2013,Logan,Logan Canyon,Natural,Ground Interface,,,,,"6,500'",,,,,,,
3/2/2013,Salt Lake,Main Porter,Snowboarder,Facets,2',30',300',Northeast,"9,400'","40.659448000000, -111.710830000000",,,,,,
3/2/2013,Provo,Snowslide Jr,Natural,Facets,"8""",30',800',Northwest,"6,000'","40.477770000000, -111.509171000000",,,,,,
3/2/2013,Provo,Big Provo Cirque,Natural,Wet grains,"8""",50',"1,250'",Southeast,"10,100'","40.379276000000, -111.630321000000",,,,,,
3/1/2013,Skyline,White Mountain,Snowmobiler,Facets,2',350',250',Northeast,"10,400'","39.043600000000, -111.519000000000",1,1,,1,,1
2/28/2013,Salt Lake,Wyatt Couloir,Natural,Facets,"16""",100',400',Northeast,"10,600'","40.596057000000, -111.666670000000",,,,,,
2/26/2013,Salt Lake,Shale Shot,Skier,Facets,"12""",40',100',North,"8,900'","40.680833000000, -111.597576000000",1,,,,,
2/25/2013,Salt Lake,Hellgate,Skier,New Snow/Old Snow Interface,"12""",50',150',Southeast,"10,000'","40.593539000000, -111.651821000000",1,1,,,,
2/25/2013,Salt Lake,Toledo Peak,Skier,,,,,Southeast,"10,100'",,,,,,,
2/25/2013,Skyline,Ephraim Canyon,Snowmobiler,Depth Hoar,3.5',150',400',Northwest,"10,300'",,1,1,1,,,
2/25/2013,Provo,Silver Creek,Skier,,"8""",50',200',Southwest,"11,000'",,,,,,,
2/24/2013,Salt Lake,Toledo Bowl,Snowboarder,New Snow/Old Snow Interface,"10""",150',300',South,"10,200'","40.599747000000, -111.645770000000",1,1,,,,
2/24/2013,Salt Lake,Back Bowls,Skier,Facets,"14""",125',150',Northwest,"9,800'","40.591926000000, -111.598005000000",,,,,,
2/24/2013,Salt Lake,Two Trees,Skier,New Snow,,,,South,"9,500'","40.591705000000, -111.657228000000",,,,,,
2/24/2013,Salt Lake,Canyons side country,Skier,New Snow/Old Snow Interface,"8""",200',200',North,"8,600'","40.653894000000, -111.584873000000",1,1,,,,
2/24/2013,Salt Lake,Tuscarora,Skier,New Snow/Old Snow Interface,"18""",100',600',Southeast,"10,600'",,,,,,,
2/24/2013,Salt Lake,Back Bowls,Skier,Facets,"14""",70',70',Northwest,"9,800'","40.594740000000, -111.597362000000",,,,,,
2/23/2013,Provo,Dry Fork,Natural,New Snow,"16""",40',200',Southeast,"10,400'","40.577390000000, -111.598563000000",,,,,,
2/23/2013,Uintas,Weber Canyon,Natural,Facets,2.5',"1,000'","1,000'",Southeast,"10,400'","40.833132000000, -111.078730000000",,,,,,
2/21/2013,Uintas,Duke Bowl,Skier,Facets,"16""",150',300',Northwest,"10,200'","40.674812000000, -111.152029000000",,,,,,
2/19/2013,Salt Lake,Red Pine Gulch,Skier,,"18""",70',150',Northwest,"10,000'","40.540287000000, -111.690230000000",,,,,,
2/19/2013,Salt Lake,Hogum,Skier,,"5""",100',200',West,"9,500'",,1,1,,,,
2/19/2013,Salt Lake,Hogum,Skier,Graupel,"20""",100',30',East,"9,500'",,1,1,,,,
2/17/2013,Salt Lake,Little Water Peak,,Facets,"5""",200',700',Northeast,"9,600'","40.672046000000, -111.626973000000",,,,,,
2/17/2013,Skyline,Seeley Canyon,Natural,Facets,2',150',300',East,"10,000'","39.510928000000, -111.298714000000",,,,,,
2/17/2013,Salt Lake,Session Mountains,Snowmobiler,,"12""",40',,East,"9,000'",,,,,,,
2/16/2013,Ogden,Ogden,Skier,Density Change,"8""",70',150',East,"9,200'",,,,,,,
2/16/2013,Skyline,Ephraim Canyon,Snowmobiler,Facets,2',70',40',Northeast,"10,100'","39.297094000000, -111.460569000000",,,,,,
2/16/2013,Salt Lake,Cardiff Fork,Natural,Graupel,"16""",40',250',Northwest,"8,500'","40.625249000000, -111.651757000000",,,,,,
2/15/2013,Salt Lake,Emma Ridges,Skier,Wet grains,"5""",20',300',Southwest,"9,700'",,,,,,,
2/15/2013,Uintas,Current Creek,Snowmobiler,New Snow/Old Snow Interface,"18""",150',300',Southeast,"10,500'","40.377511000000, -111.174431000000",,,,,,
2/14/2013,Salt Lake,Maybird Gulch,Skier,New Snow/Old Snow Interface,"16""",60',,East,"10,800'","40.546815000000, -111.710036000000",,,,,,
2/14/2013,Skyline,Wedding Ring Ridge,Natural,New Snow,"10""",200',150',Northeast,"9,700'","39.606878000000, -111.291161000000",,,,,,
2/13/2013,Uintas,Four Eagle Bowl,Natural,Facets,3',250',300',Southeast,"10,500'","40.846151000000, -111.066628000000",,,,,,
2/12/2013,Salt Lake,Little Superior,Skier,New Snow/Old Snow Interface,"12""",30',20',Southeast,"10,500'","40.593002000000, -111.661220000000",3,,,,,
2/11/2013,Salt Lake,Broads Fork,Skier,,,,,Northwest,,,,,,,,
2/10/2013,Salt Lake,Diving Board,Natural,Ground Interface,5',250',450',Northeast,"9,500'","40.599291000000, -111.719112000000",2,2,1,,1,
2/5/2013,Provo,Lost Creek,Natural,Facets,"12""",40',"2,000'",East,"9,700'","40.362118000000, -111.625707000000",,,,,,
2/5/2013,Logan,White Pine Canyon,Unknown,Facets,3',200',450',Southeast,"9,500'","41.917888000000, -111.674480000000",,,,,,
2/3/2013,Uintas,Millcreek,Snowmobiler,Facets,"16""",100',150',Northeast,"11,000'","40.855013000000, -110.707083000000",,,,,,
2/3/2013,Uintas,Moffit Peak,Snowmobiler,Facets,2',350',500',Northeast,"10,600'","40.804942000000, -110.953074000000",,,,,,
2/3/2013,Uintas,Yamaha Hill,Snowmobiler,Facets,3',100',250',Northeast,"10,000'","40.870690000000, -110.970068000000",,,,,,
2/3/2013,Provo,Y-Not,Snowboarder,Facets,3',300',,East,"10,200'","40.536829000000, -111.639333000000",1,1,,,,
2/3/2013,Salt Lake,Silver Fork Headwall,Skier,Facets,2.5',200',350',North,"9,900'","40.599356000000, -111.625471000000",1,1,1,1,,
2/3/2013,Salt Lake,Park City Ridgeline,Skier,Facets,"18""",80',300',Northwest,"8,900'","40.637534000000, -111.563587000000",1,1,1,,,
2/3/2013,Logan,Beginner Ridge exit,Snowmobiler,Facets,2',250',300',Northeast,"8,400'","41.888189000000, -111.641092000000",,,,,,
2/3/2013,Logan,Mt. Magog,Natural,Facets,2',100',450',East,"9,200'","41.913072000000, -111.653194000000",,,,,,
2/2/2013,Provo,Ant Knolls,Snowmobiler,,2',200',,East,,,,,,,,
2/2/2013,Uintas,Millcreek,Snowmobiler,Facets,"12""",125',200',Southeast,"10,600'","40.865627000000, -110.707383000000",,,,,,
2/2/2013,Salt Lake,Eeeny Meeny Miny Moe,Skier,Facets,3',200',"2,000'",North,"9,900'","40.604146000000, -111.707654000000",1,1,1,,1,
2/2/2013,Skyline,Seeley Canyon,Snowmobiler,Facets,2',100',300',East,"10,100'","39.509901000000, -111.296611000000",,,,,,
2/2/2013,Skyline,Seeley Canyon,Snowmobiler,Facets,2',300',300',Northeast,"10,300'","39.513146000000, -111.300302000000",,,,,,
2/2/2013,Skyline,Seeley Canyon,Snowmobiler,Facets,2',200',400',Northeast,"10,400'","39.514570000000, -111.302533000000",,,,,,
2/2/2013,Provo,Box Elder,Skier,Facets,2',50',80',East,"9,400'","40.503129000000, -111.694307000000",,,,,,
2/2/2013,Provo,Timpanogos,Skier,Facets,2',150',500',North,"9,100'","40.430224000000, -111.657486000000",,,,,,
2/2/2013,Salt Lake,Upper Days,Skier,Facets,2.5',50',200',Northwest,"9,900'","40.601181000000, -111.635170000000",1,,,,,
2/2/2013,Southwest,Niotche Creek,Snowmobiler,Facets,2.5',125',400',Northeast,"10,400'","38.736210000000, -111.659160000000",,,,,,
2/2/2013,Southwest,Niotche Creek,Snowmobiler,Facets,3',200',500',Northeast,"10,400'","38.737013000000, -111.660018000000",,,,,,
2/1/2013,Provo,Mary Ellen,Natural,,"12""",300',500',,,,,,,,,
2/1/2013,Provo,Cascade,Natural,,,,,East,,,,,,,,
2/1/2013,Skyline,Lake Canyon,Snowmobiler,,,,,East,,,,,,,,
2/1/2013,Provo,Mill Canyon Peak,Unknown,Facets,2',250',,North,"9,000'","40.496831000000, -111.568737000000",,,,,,
2/1/2013,Ogden,Weber Canyon,Natural,Ground Interface,"12""",40',"1,000'",North,"5,800'","41.133514000000, -111.886868000000",,,,,,
2/1/2013,Salt Lake,Sun Dial,Unknown,,2.5',300',600',Northeast,"9,800'","40.597988000000, -111.683578000000",,,,,,
2/1/2013,Provo,Dry Fork,Snowmobiler,,2.5',200',,East,"10,200'",,,,,,,
2/1/2013,Skyline,Lake Canyon,Snowmobiler,Density Change,2.5',300',100',East,"9,700'","39.589022000000, -111.302447000000",,,,,,
2/1/2013,Ogden,Whiskey Hill,Snowmobiler,Facets,4',400',250',Southeast,"8,700'",,1,1,,1,,
2/1/2013,Salt Lake,Little Willow,Unknown,Facets,"15""",175',,North,"9,600'","40.634010000000, -111.561935000000",,,,,,
2/1/2013,Salt Lake,Little Willow,Unknown,Facets,"15""",150',,North,"9,500'","40.634010000000, -111.561549000000",,,,,,
2/1/2013,Logan,Box Elder Peak,Natural,Facets,,,,East,"9,000'","41.634498000000, -112.010851000000",,,,,,
1/31/2013,Salt Lake,Bear Trap,Skier,Facets,"18""",60',80',Northwest,"7,800'","40.639481000000, -111.616695000000",,,,,,
1/31/2013,Salt Lake,South Monitor,Natural,Facets,2',400',,East,"9,800'","40.630630000000, -111.570110000000",,,,,,
1/31/2013,Skyline,Big Drift/Skyline Summit,Natural,Facets,"18""",150',150',Northeast,"9,800'","39.601588000000, -111.306953000000",,,,,,
1/31/2013,Skyline,Wedding Ring Ridge,Natural,Facets,"18""",250',200',Northeast,"9,800'","39.606217000000, -111.288929000000",,,,,,
1/30/2013,Salt Lake,Butler Fork,Skier,New Snow/Old Snow Interface,3',40',500',Northeast,"9,400'","40.662671000000, -111.646371000000",,,,,,
1/30/2013,Skyline,Pleasant Creek,Natural,Density Change,2',175',800',East,"10,200'","39.510994000000, -111.320171000000",,,,,,
1/30/2013,Ogden,Willard Peak,Natural,,,400',"1,750'",East,"9,200'","41.380125000000, -111.972828000000",,,,,,
1/28/2013,Salt Lake,Maybird Gulch,Skier,Facets,2',200',500',North,"9,600'","40.551100000000, -111.709100000000",,,,,,
1/28/2013,Salt Lake,Back Bowls,Skier,Facets,3',80',70',Northwest,"9,800'","40.593328000000, -111.597705000000",,,,,,
1/28/2013,Salt Lake,Back Bowls,Skier,Facets,"3""",100',150',Northwest,"9,900'","40.593067000000, -111.598091000000",,,,,,
1/27/2013,Salt Lake,Snake Creek,Snowboarder,New Snow/Old Snow Interface,"8""",,300',Southeast,"10,100'","40.582736000000, -111.568995000000",,,,,,
1/27/2013,Salt Lake,West Desolation Ridge,Skier,New Snow/Old Snow Interface,"12""",40',50',,"9,700'","40.655867000000, -111.602769000000",,,,,,
1/26/2013,Salt Lake,Red Pine Gulch,,Facets,"14""",40',125',Northeast,"9,600'","40.546869000000, -111.697247000000",1,1,,,,
1/26/2013,Salt Lake,Red Baldy,Skier,Facets,"12""",125',400',Northwest,"9,700'","40.550396000000, -111.666026000000",,,,,,
1/26/2013,Logan,First Dam,Natural,Ground Interface,"10""",150',600',Northwest,"5,600'","41.740930000000, -111.785588000000",,,,,,
1/25/2013,Logan,Logan River,Unknown,Ground Interface,"12""",40',500',North,"6,000'","41.831840000000, -111.592426000000",,,,,,
1/25/2013,Skyline,Fairview Canyon,Unknown,Wet grains,"14""",15',,North,"7,000'","39.638480000000, -111.380768000000",,,,,,
1/25/2013,Provo,The Fang,Natural,Facets,"12""",30',"1,750'",North,"7,300'","40.338203000000, -111.591868000000",,,,,,
1/25/2013,Logan,Miller Bowl,Snowmobiler,,"14""",200',500',East,"8,600'","41.886864000000, -111.645899000000",,,,,,
1/25/2013,Logan,Tony Grove Lake,Snowmobiler,Facets,"12""",200',400',North,"8,600'","41.887007000000, -111.646028000000",,,,,,
1/25/2013,Ogden,North Ogden Divide,Natural,,,,,,,"41.325006000000, -111.889830000000",,,,,,
1/24/2013,Provo,Snowslide Jr,Natural,Facets,"12""",40',"1,000'",Northwest,"6,200'","40.350469000000, -111.577106000000",,,,,,
1/24/2013,Salt Lake,Bowman Fork,Unknown,,,15',,North,,"40.692614000000, -111.702118000000",,,,,,
1/23/2013,Salt Lake,White Pine,Skier,,,50',50',Northwest,"9,800'","40.544402000000, -111.674030000000",1,,,,,
1/23/2013,Ogden,Cutler Ridge,Snowboarder,Facets,"12""",100',50',Northeast,"7,300'","41.372540000000, -111.937759000000",,,,,,
1/18/2013,Salt Lake,Grandview Peak,Natural,New Snow,"12""",50',50',East,"8,100'","40.858487000000, -111.746750000000",,,,,,
1/18/2013,Uintas,West Fork of Duchesne,Snowmobiler,Depth Hoar,3',150',50',Southeast,"8,500'",,3,2,,2,,2
1/17/2013,Salt Lake,Cardiac Ridge,,,"6""",20',150',East,"10,200'","40.601181000000, -111.667163000000",,,,,,
1/16/2013,Salt Lake,Two Trees,Skier,,,,,,,"40.593165000000, -111.657314000000",,,,,,
1/15/2013,Salt Lake,Superior,Natural,,,60',250',South,"11,000'",,,,,,,
1/15/2013,Salt Lake,Little Superior,Skier,Facets,2.5',400',"1,250'",Southeast,"10,000'","40.592089000000, -111.666713000000",1,,,,,
1/15/2013,Provo,Major Evans,Unknown,,,,,Northeast,"10,400'","40.531806000000, -111.648173000000",,,,,,
1/13/2013,Salt Lake,West Monitor,Unknown,,,100',,East,"9,800'",,,,,,,
1/13/2013,Salt Lake,West Monitor,Skier,,,,500',Northeast,"9,500'","40.649485000000, -111.584916000000",,,,,,
1/13/2013,Salt Lake,Cardiac Ridge,Natural,,,200',450',East,"10,000'","40.603396000000, -111.664352000000",,,,,,
